tournament,bout_id,date,time,ring,category,gender,age_class,weight_kg,weight_bound,phase,poule,red,red_country,red_club,red_weighed,blue,blue_country,blue_club,blue_weighed,red_points,blue_points,red_warnings,blue_warnings,winner_corner,winner,loser,decision,decision_detail,status,result_source
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-154,,,,Men -75 kg,Men,,75,under,poule,,MICHEL Pierre-Alexis,,,,DAHIE Jeff,,,,,,,,,DAHIE Jeff,MICHEL Pierre-Alexis,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-155,,,,Men -75 kg,Men,,75,under,poule,,MICHEL Pierre-Alexis,,,,BOBENRIETH Aurélien,,,,,,,,,BOBENRIETH Aurélien,MICHEL Pierre-Alexis,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-156,,,,Men -75 kg,Men,,75,under,poule,,DAHIE Jeff,,,,BOBENRIETH Aurélien,,,,,,,,,DAHIE Jeff,BOBENRIETH Aurélien,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-157,,,,Men -80 kg,Men,,80,under,poule,,IDJELLIDAINE Riad,,,,GALLIOT Guillaume,,,,,,,,,IDJELLIDAINE Riad,GALLIOT Guillaume,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-158,,,,Men -80 kg,Men,,80,under,poule,,IDJELLIDAINE Riad,,,,LACHENAL Edouard,,,,,,,,,IDJELLIDAINE Riad,LACHENAL Edouard,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-159,,,,Men -80 kg,Men,,80,under,poule,,IDJELLIDAINE Riad,,,,GOUGET Loïc,,,,,,,,,IDJELLIDAINE Riad,GOUGET Loïc,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-160,,,,Men -80 kg,Men,,80,under,poule,,GALLIOT Guillaume,,,,LACHENAL Edouard,,,,,,,,,LACHENAL Edouard,GALLIOT Guillaume,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-161,,,,Men -80 kg,Men,,80,under,poule,,GALLIOT Guillaume,,,,GOUGET Loïc,,,,,,,,,GOUGET Loïc,GALLIOT Guillaume,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-162,,,,Men -80 kg,Men,,80,under,poule,,LACHENAL Edouard,,,,GOUGET Loïc,,,,,,,,,GOUGET Loïc,LACHENAL Edouard,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-163,,,,Men -80 kg,Men,,80,under,poule,,DEBONO Laurent,,,,BARROIS Olivier,,,,,,,,,DEBONO Laurent,BARROIS Olivier,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-164,,,,Men -80 kg,Men,,80,under,poule,,DEBONO Laurent,,,,GRAILLOT Yann,,,,,,,,,DEBONO Laurent,GRAILLOT Yann,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-165,,,,Men -80 kg,Men,,80,under,poule,,DEBONO Laurent,,,,BIENVENU Jovan,,,,,,,,,DEBONO Laurent,BIENVENU Jovan,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-166,,,,Men -80 kg,Men,,80,under,poule,,BARROIS Olivier,,,,GRAILLOT Yann,,,,,,,,,BARROIS Olivier,GRAILLOT Yann,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-167,,,,Men -80 kg,Men,,80,under,poule,,BARROIS Olivier,,,,BIENVENU Jovan,,,,,,,,,BIENVENU Jovan,BARROIS Olivier,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-168,,,,Men -80 kg,Men,,80,under,poule,,GRAILLOT Yann,,,,BIENVENU Jovan,,,,,,,,,GRAILLOT Yann,BIENVENU Jovan,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-169,,,,Men -85 kg,Men,,85,under,poule,,URVOY Allan,,,,NAVARRO Cédric,,,,,,,,,URVOY Allan,NAVARRO Cédric,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-170,,,,Men -85 kg,Men,,85,under,poule,,URVOY Allan,,,,BIZOT Mael,,,,,,,,,URVOY Allan,BIZOT Mael,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-171,,,,Men -85 kg,Men,,85,under,poule,,NAVARRO Cédric,,,,BIZOT Mael,,,,,,,,,BIZOT Mael,NAVARRO Cédric,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-172,,,,Men -85 kg,Men,,85,under,poule,,LEROY Benjamin,,,,LABADIE Michel,,,,,,,,,LABADIE Michel,LEROY Benjamin,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-173,,,,Men -85 kg,Men,,85,under,poule,,LEROY Benjamin,,,,LAMOLIE Jérôme,,,,,,,,,LAMOLIE Jérôme,LEROY Benjamin,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-174,,,,Men -85 kg,Men,,85,under,poule,,LEROY Benjamin,,,,KIRCH Hervé,,,,,,,,,KIRCH Hervé,LEROY Benjamin,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-175,,,,Men -85 kg,Men,,85,under,poule,,LABADIE Michel,,,,LAMOLIE Jérôme,,,,,,,,,LAMOLIE Jérôme,LABADIE Michel,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-176,,,,Men -85 kg,Men,,85,under,poule,,LABADIE Michel,,,,KIRCH Hervé,,,,,,,,,KIRCH Hervé,LABADIE Michel,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-177,,,,Men -85 kg,Men,,85,under,poule,,LAMOLIE Jérôme,,,,KIRCH Hervé,,,,,,,,,KIRCH Hervé,LAMOLIE Jérôme,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-178,,,,Men open,Men,,,over,poule,,CHEVALIER Ludovic,,,,BODARD Cédric,,,,,,,,,CHEVALIER Ludovic,BODARD Cédric,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-179,,,,Men open,Men,,,over,poule,,CHEVALIER Ludovic,,,,JACQUES Yoann,,,,,,,,,CHEVALIER Ludovic,JACQUES Yoann,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-180,,,,Men open,Men,,,over,poule,,CHEVALIER Ludovic,,,,ANNOUR Brahim,,,,,,,,,ANNOUR Brahim,CHEVALIER Ludovic,abandon,Jet de l'éponge,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-181,,,,Men open,Men,,,over,poule,,CHEVALIER Ludovic,,,,DEMOUGEOT Franck,,,,,,,,,DEMOUGEOT Franck,CHEVALIER Ludovic,abandon,Jet de l'éponge,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-182,,,,Men open,Men,,,over,poule,,BODARD Cédric,,,,JACQUES Yoann,,,,,,,,,BODARD Cédric,JACQUES Yoann,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-183,,,,Men open,Men,,,over,poule,,BODARD Cédric,,,,ANNOUR Brahim,,,,,,,,,ANNOUR Brahim,BODARD Cédric,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-184,,,,Men open,Men,,,over,poule,,BODARD Cédric,,,,DEMOUGEOT Franck,,,,,,,,,BODARD Cédric,DEMOUGEOT Franck,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-185,,,,Men open,Men,,,over,poule,,JACQUES Yoann,,,,ANNOUR Brahim,,,,,,,,,ANNOUR Brahim,JACQUES Yoann,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-186,,,,Men open,Men,,,over,poule,,JACQUES Yoann,,,,DEMOUGEOT Franck,,,,,,,,,DEMOUGEOT Franck,JACQUES Yoann,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-187,,,,Men open,Men,,,over,poule,,ANNOUR Brahim,,,,DEMOUGEOT Franck,,,,,,,,,ANNOUR Brahim,DEMOUGEOT Franck,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-188,,,,Men open,Men,,,over,poule,,SEJOURNANT Frédéric,,,,NAROU Yoann,,,,,,,,,NAROU Yoann,SEJOURNANT Frédéric,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-189,,,,Men open,Men,,,over,poule,,SEJOURNANT Frédéric,,,,MENARD Jérome,,,,,,,,,SEJOURNANT Frédéric,MENARD Jérome,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-190,,,,Men open,Men,,,over,poule,,SEJOURNANT Frédéric,,,,PASQUIER Julien,,,,,,,,,PASQUIER Julien,SEJOURNANT Frédéric,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-191,,,,Men open,Men,,,over,poule,,SEJOURNANT Frédéric,,,,MICHO Jean Honorick,,,,,,,,,MICHO Jean Honorick,SEJOURNANT Frédéric,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-192,,,,Men open,Men,,,over,poule,,NAROU Yoann,,,,MENARD Jérome,,,,,,,,,NAROU Yoann,MENARD Jérome,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-193,,,,Men open,Men,,,over,poule,,NAROU Yoann,,,,PASQUIER Julien,,,,,,,,,NAROU Yoann,PASQUIER Julien,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-194,,,,Men open,Men,,,over,poule,,NAROU Yoann,,,,MICHO Jean Honorick,,,,,,,,,NAROU Yoann,MICHO Jean Honorick,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-195,,,,Men open,Men,,,over,poule,,MENARD Jérome,,,,PASQUIER Julien,,,,,,,,,PASQUIER Julien,MENARD Jérome,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-196,,,,Men open,Men,,,over,poule,,MENARD Jérome,,,,MICHO Jean Honorick,,,,,,,,,MICHO Jean Honorick,MENARD Jérome,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-197,,,,Men open,Men,,,over,poule,,PASQUIER Julien,,,,MICHO Jean Honorick,,,,,,,,,PASQUIER Julien,MICHO Jean Honorick,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-198,,,,Women -48 kg,Women,,48,under,quarter,,CHAMANE Samya,,COBRA SAVATE CLUB,,LEPRETRE Flavie,,CENTER TRAINING BOULOGNE SUR MER,,,,,,,LEPRETRE Flavie,CHAMANE Samya,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-199,,,,Women -48 kg,Women,,48,under,semi,,ATANASIO Kelly,,COOPYR SPORTIF,,CASSIN Alix,,SAVATE CLUB DE COURNON,,,,,,,ATANASIO Kelly,CASSIN Alix,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-200,,,,Women -48 kg,Women,,48,under,semi,,PUYFAGES Johanna,,BF PLAISIR,,LEPRETRE Flavie,,CENTER TRAINING BOULOGNE SUR MER,,,,,,,PUYFAGES Johanna,LEPRETRE Flavie,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-201,,,,Women -48 kg,Women,,48,under,final,,ATANASIO Kelly,,COOPYR SPORTIF,,PUYFAGES Johanna,,BF PLAISIR,,,,,,,ATANASIO Kelly,PUYFAGES Johanna,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-204,,,,Women -52 kg,Women,,52,under,quarter,,MAILFAIT Aude,,SVSBF VINCENNES,,SICLET-CAVALIE Flavie,,ENERGY BOXING CLUB,,,,,,,MAILFAIT Aude,SICLET-CAVALIE Flavie,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-205,,,,Women -52 kg,Women,,52,under,quarter,,KABABDJIAN Sarah,,PLANETE BORG,,ESTRADE Charlotte,,SA MERIGNAC BF,,,,,,,KABABDJIAN Sarah,ESTRADE Charlotte,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-206,,,,Women -52 kg,Women,,52,under,quarter,,JACQUES Marie Xavière,,AS QUETIGNY,,MARREAUD Emmanuelle,,GRENOBLE BF,,,,,,,JACQUES Marie Xavière,MARREAUD Emmanuelle,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-207,,,,Women -52 kg,Women,,52,under,semi,,MULLER Sara,,UPPERCUT CLUB,,JACQUES Marie Xavière,,AS QUETIGNY,,,,,,,MULLER Sara,JACQUES Marie Xavière,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-208,,,,Women -52 kg,Women,,52,under,semi,,MAILFAIT Aude,,SVSBF VINCENNES,,KABABDJIAN Sarah,,PLANETE BORG,,,,,,,MAILFAIT Aude,KABABDJIAN Sarah,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-209,,,,Women -52 kg,Women,,52,under,final,,MULLER Sara,,UPPERCUT CLUB,,MAILFAIT Aude,,SVSBF VINCENNES,,,,,,,MULLER Sara,MAILFAIT Aude,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-212,,,,Women -56 kg,Women,,56,under,quarter,,DIEUDONNE Mélissa,,LA SAVATE LURONNE,,BAILLY Adèle,,FONTENAYSIEN BF,,,,,,,DIEUDONNE Mélissa,BAILLY Adèle,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-213,,,,Women -56 kg,Women,,56,under,quarter,,TREVY Catherine,,BOXING FULL SAVATE,,LESENNE Chloé,,ASPP,,,,,,,TREVY Catherine,LESENNE Chloé,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-214,,,,Women -56 kg,Women,,56,under,quarter,,RONDELLO Pauline,,SAVATE CLUB VALENTINE,,WELMANT Aurélie,,SVSBF VINCENNES,,,,,,,RONDELLO Pauline,WELMANT Aurélie,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-215,,,,Women -56 kg,Women,,56,under,semi,,DIEUDONNE Mélissa,,LA SAVATE LURONNE,,TREVY Catherine,,BOXING FULL SAVATE,,,,,,,DIEUDONNE Mélissa,TREVY Catherine,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-216,,,,Women -56 kg,Women,,56,under,semi,,RONDELLO Pauline,,SAVATE CLUB VALENTINE,,BELLANGER Carole,,SBF STADE CLERMONTOIS,,,,,,,RONDELLO Pauline,BELLANGER Carole,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-217,,,,Women -56 kg,Women,,56,under,final,,DIEUDONNE Mélissa,,LA SAVATE LURONNE,,RONDELLO Pauline,,SAVATE CLUB VALENTINE,,,,,,,DIEUDONNE Mélissa,RONDELLO Pauline,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-220,,,,Women -60 kg,Women,,60,under,quarter,,SERENA Fanny,,MONTPELLIER SBF,,MICALLEF SAMARY Christelle,,ELAN SPORTIF DE MONTREUIL,,,,,,,SERENA Fanny,MICALLEF SAMARY Christelle,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-221,,,,Women -60 kg,Women,,60,under,quarter,,WOLFF Juliette,,REC SAVATE BOXE FRANCAISE,,JAILLER Pascale,,COBRA SAVATE CLUB,,,,,,,WOLFF Juliette,JAILLER Pascale,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-222,,,,Women -60 kg,Women,,60,under,quarter,,BOUMARD Amélie,,BF PLAISIR,,ZOUITER Cassandra,,SBF MIONNAY,,,,,,,BOUMARD Amélie,ZOUITER Cassandra,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-223,,,,Women -60 kg,Women,,60,under,semi,,RIDANE Rim,,RIAILLE SAVATE BF,,BOUMARD Amélie,,BF PLAISIR,,,,,,,RIDANE Rim,BOUMARD Amélie,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-224,,,,Women -60 kg,Women,,60,under,semi,,WOLFF Juliette,,REC SAVATE BOXE FRANCAISE,,SERENA Fanny,,MONTPELLIER SBF,,,,,,,WOLFF Juliette,SERENA Fanny,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-225,,,,Women -60 kg,Women,,60,under,final,,RIDANE Rim,,RIAILLE SAVATE BF,,WOLFF Juliette,,REC SAVATE BOXE FRANCAISE,,,,,,,RIDANE Rim,WOLFF Juliette,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-228,,,,Women -65 kg,Women,,65,under,quarter,,PEREIRA LOPES Philippine,,GANT D’OR DE HOUILLES,,MOLENAAR Aline,,NICE BOXING TEAM FRANK MAY,,,,,,,PEREIRA LOPES Philippine,MOLENAAR Aline,forfait,Forfait,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-229,,,,Women -65 kg,Women,,65,under,quarter,,BUGADA Marine,,BC GRAND BESANCON,,DEGOUY Florence,,TCMS TOULOUSE,,,,,,,BUGADA Marine,DEGOUY Florence,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-230,,,,Women -65 kg,Women,,65,under,quarter,,BOISBINEUF Cécile,,BF ALLONNES,,BERNARD Charlotte,,LA DOUA SAVATE BF,,,,,,,BOISBINEUF Cécile,BERNARD Charlotte,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-231,,,,Women -65 kg,Women,,65,under,semi,,LAZARD Julie,,LEVALLOIS SC,,BOISBINEUF Cécile,,BF ALLONNES,,,,,,,LAZARD Julie,BOISBINEUF Cécile,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-232,,,,Women -65 kg,Women,,65,under,semi,,PEREIRA LOPES Philippine,,GANT D’OR DE HOUILLES,,BUGADA Marine,,BC GRAND BESANCON,,,,,,,PEREIRA LOPES Philippine,BUGADA Marine,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-233,,,,Women -65 kg,Women,,65,under,final,,LAZARD Julie,,LEVALLOIS SC,,PEREIRA LOPES Philippine,,GANT D’OR DE HOUILLES,,,,,,,LAZARD Julie,PEREIRA LOPES Philippine,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-236,,,,Women -70 kg,Women,,70,under,quarter,,SBAI Nizha,,ELAN SPORTIF DE MONTREUIL,,TROVALET Justine,,AS TIERCE,,,,,,,SBAI Nizha,TROVALET Justine,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-237,,,,Women -70 kg,Women,,70,under,semi,,RAGUIG Ilhame,,FIT BOXING,,SBAI Nizha,,ELAN SPORTIF DE MONTREUIL,,,,,,,RAGUIG Ilhame,SBAI Nizha,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-238,,,,Women -70 kg,Women,,70,under,semi,,OZUN Juliette,,LEVALLOIS SC,,HILY Anaïs,,KRAON BOXING CLUB,,,,,,,OZUN Juliette,HILY Anaïs,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-239,,,,Women -70 kg,Women,,70,under,final,,RAGUIG Ilhame,,FIT BOXING,,OZUN Juliette,,LEVALLOIS SC,,,,,,,RAGUIG Ilhame,OZUN Juliette,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-242,,,,Women -75 kg,Women,,75,under,final,,POCHET Lohane,,CENTER TRAINING BOULOGNE,,CALVES CADIOU Margaux,,EAC SAVATE LE PLESSIS GROHAN,,,,,,,POCHET Lohane,CALVES CADIOU Margaux,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-245,,,,Women open,Women,,,over,final,,GRANDGIRARD Manon,,BFS FAULQUEMONT,,GUILLEMET Gwénaëlle,,TEAM SBFY,,,,,,,GRANDGIRARD Manon,GUILLEMET Gwénaëlle,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-248,,,,Men -56 kg,Men,,56,under,semi,,HERBERT Charles,,KRAON BOXING CLUB,,RODRIGUEZ Boris,,ABS RONCHIN,,,,,,,HERBERT Charles,RODRIGUEZ Boris,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-249,,,,Men -56 kg,Men,,56,under,semi,,DUROT Pierre,,US CRETEIL,,LAVALLOIS Florent,,GANT D’OR DE HOUILLES,,,,,,,DUROT Pierre,LAVALLOIS Florent,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-250,,,,Men -56 kg,Men,,56,under,final,,HERBERT Charles,,KRAON BOXING CLUB,,DUROT Pierre,,US CRETEIL,,,,,,,HERBERT Charles,DUROT Pierre,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-253,,,,Men -60 kg,Men,,60,under,quarter,,GHASSIRI Anthony,,OF POMPEY BOXE FRANCAISE,,EJRHOM Nathanael,,PUNCH SAVATE CLUB,,,,,,,GHASSIRI Anthony,EJRHOM Nathanael,points,Unanimité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-254,,,,Men -60 kg,Men,,60,under,quarter,,MARIMOUTOU Eddy,,BF TAMARINS,,MACHABERT Shann,,LA SAVATE LURONNE,,,,,,,MARIMOUTOU Eddy,MACHABERT Shann,points,Majorité,decided,reported
resultats-des-tournois-qualificatifs-assaut-m-f-2020-2,resultats-des-tournois-qualificatifs-assaut-m-f-2020-2-255,,,,Men -60 kg,Men,,60,under,quarter,,MICHEL Pierre,,SSAVATITUDE,,PINTO Steven,,GANT D'OR DE HOUILLES,,,,,,,MICHEL Pierre,PINTO Steven,points,Unanimité,decided,reported
