tournament,bout_id,date,time,ring,category,gender,age_class,weight_kg,weight_bound,phase,poule,red,red_country,red_club,red_weighed,blue,blue_country,blue_club,blue_weighed,red_points,blue_points,red_warnings,blue_warnings,winner_corner,winner,loser,decision,decision_detail,status,result_source
ffsavate-finales-nationales-2024-barbezieux,ffsavate-finales-nationales-2024-barbezieux-002,,,,Women -60 kg,Women,,60,under,final,,DEGOUY Florence,,T.C.M.S,,VERGES (Moore) Davina,,SAVATE HYPER FIGHTING,,,,,,,DEGOUY Florence,VERGES (Moore) Davina,points,Unanimité,decided,reported
ffsavate-finales-nationales-2024-barbezieux,ffsavate-finales-nationales-2024-barbezieux-003,,,,Women -65 kg,Women,,65,under,final,,WEBER Irene,,ASC CHEVIGNY St Sauveur,,HIRET Sandrine,,BOXE NANTAISE SAVATE,,,,,,,WEBER Irene,HIRET Sandrine,points,Unanimité,decided,reported
ffsavate-finales-nationales-2024-barbezieux,ffsavate-finales-nationales-2024-barbezieux-004,,,,Women -70 kg,Women,,70,under,final,,BOULANGER Peggy,,BC GRAND BESANÇON,,VIGNOLLE Isabelle,,SBF LEO LAGRANGE ARMENTIERES,,,,,,,BOULANGER Peggy,VIGNOLLE Isabelle,points,Unanimité,decided,reported
ffsavate-finales-nationales-2024-barbezieux,ffsavate-finales-nationales-2024-barbezieux-005,,,,Veteran Men -60 kg,Men,Veteran,60,under,final,,FACHERO Vincent,,BREST BOXE FRANÇAISE,,GROS Stéphane,,BC GRAND BESANÇON,,,,,,,FACHERO Vincent,GROS Stéphane,points,Unanimité,decided,reported
ffsavate-finales-nationales-2024-barbezieux,ffsavate-finales-nationales-2024-barbezieux-006,,,,Veteran Men -65 kg,Men,Veteran,65,under,final,,BRULARD Ludovic,,CO ULIS BFS,,LE STANC Sylvain,,GUIPAVAS SAVATE BOXE FRANÇAISE,,,,,,,BRULARD Ludovic,LE STANC Sylvain,points,Unanimité,decided,reported
ffsavate-finales-nationales-2024-barbezieux,ffsavate-finales-nationales-2024-barbezieux-007,,,,Veteran Men -70 kg,Men,Veteran,70,under,final,,MAYOUF Kamel,,SBF LEO LAGRANGE ARMENTIERES,,BURNIER Jérôme,,ANNECY BF,,,,,,,MAYOUF Kamel,BURNIER Jérôme,points,Unanimité,decided,reported
ffsavate-finales-nationales-2024-barbezieux,ffsavate-finales-nationales-2024-barbezieux-008,,,,Veteran Men -75 kg,Men,Veteran,75,under,final,,MARDAYE Idriss,,NARBONNE SAVATE MEDITERRANEE,,DELPORTE Yannick,,SA MERIGNAC BF,,,,,,,MARDAYE Idriss,DELPORTE Yannick,points,Majorité,decided,reported
ffsavate-finales-nationales-2024-barbezieux,ffsavate-finales-nationales-2024-barbezieux-009,,,,Veteran Men -80 kg,Men,Veteran,80,under,final,,BARROIS Olivier,,SA MERIGNAC BF,,MOUMINE Miloudi,,ACADEMIE MULTI BOXES WATTRELOSIEN,,,,,,,BARROIS Olivier,MOUMINE Miloudi,points,Majorité,decided,reported
ffsavate-finales-nationales-2024-barbezieux,ffsavate-finales-nationales-2024-barbezieux-010,,,,Veteran Men -85 kg,Men,Veteran,85,under,final,,DELANNOY Cédric,,SLEC,,ADAM Alexandre,,BFS FAULQUEMONT-CREHANGE,,,,,,,DELANNOY Cédric,ADAM Alexandre,points,Majorité,decided,reported
ffsavate-finales-nationales-2024-barbezieux,ffsavate-finales-nationales-2024-barbezieux-011,,,,Veteran Men open,Men,Veteran,,over,final,,DEVAY Grégory,,RIAILLE SBF,,LA ROSA Pascal,,LA SAVATE LUX,,,,,,,DEVAY Grégory,LA ROSA Pascal,points,Unanimité,decided,reported
fisav-world-combat-2023-amiens-final-60kg,fisav-world-combat-2023-amiens-final-60kg-final,,,,Men -60 kg,Men,,60,under,final,,Kanfouah Elias,France,,,RIOS TRUJILLO José Howard,Colombia,,,,,,,,Kanfouah Elias,RIOS TRUJILLO José Howard,,,decided,reported
ligue-paca-3e-tour-finales-2014,ligue-paca-3e-tour-finales-2014-p1-01,,,,Espoirs Men -70 kg,Men,,70,under,,,PÈRE ALEXANDRE,,SCV,,DENIS CHARLES,,NICE BOXING,,,,,,blue,DENIS CHARLES,PÈRE ALEXANDRE,points,Majorité,decided,reported
ligue-paca-3e-tour-finales-2014,ligue-paca-3e-tour-finales-2014-p1-02,,,,Criterium Men -70 kg,Men,,70,under,final,,JAUNET MAXENCE,,BF PARADIS,,CATEL MAXIME,,SBFSM,,,,,,red,JAUNET MAXENCE,CATEL MAXIME,points,Majorité,decided,reported
ligue-paca-3e-tour-finales-2014,ligue-paca-3e-tour-finales-2014-p1-03,,,,Criterium Men open,Men,,,over,final,,MAY FLORENT,,NICE BOXING,,HENNINGER KEVIN,,AIX BF,,,,,,blue,HENNINGER KEVIN,MAY FLORENT,abandon,Hors combat,decided,reported
ligue-paca-3e-tour-finales-2014,ligue-paca-3e-tour-finales-2014-p1-04,,,,Espoirs Men open,Men,,,over,final,,ABILLAMA ANTONIN,,SBFSM,,DAHMANE YACINE,,SAVATE BF MONTFAVET,,,,,,blue,DAHMANE YACINE,ABILLAMA ANTONIN,disqualification,Disqualification,decided,reported
ligue-paca-3e-tour-finales-2014,ligue-paca-3e-tour-finales-2014-p1-05,,,,Espoirs Men -70 kg,Men,,70,under,,,DENIS CHARLES,,NICE BOXING,,DEVELLIS FLORENT,,BFGB,,,,,,red,DENIS CHARLES,DEVELLIS FLORENT,abandon,Jet de l'éponge,decided,reported
ligue-paca-3e-tour-finales-2014,ligue-paca-3e-tour-finales-2014-p1-06,,,,Elite B Men -70 kg,Men,,70,under,final,,GAULUPAU MATHIAS,,SPORT IMPACT,,MARIANI JEROME,,TEAM POLLUX,,,,,,blue,MARIANI JEROME,GAULUPAU MATHIAS,points,Unanimité,decided,reported
ligue-paca-3e-tour-finales-2014,ligue-paca-3e-tour-finales-2014-p1-07,,,,Criterium Men -75 kg,Men,,75,under,final,,BLANC JEROME,,NOUVEAU CHEVALIER ROZE,,LOMBARD GUILLAUME,,ACADEMIE BF SALON,,,,,,red,BLANC JEROME,LOMBARD GUILLAUME,points,Unanimité,decided,reported
ligue-paca-3e-tour-finales-2014,ligue-paca-3e-tour-finales-2014-p1-08,,,,Espoirs Men -65 kg,Men,,65,under,poule,,LICARI VINCENT,,CORSAIRE SNCM,,BELKHATIR YOUSSEF,,AIX SAVATE ACADEMIE,,,,,,red,LICARI VINCENT,BELKHATIR YOUSSEF,abandon,Arrêt,decided,reported
ligue-paca-3e-tour-finales-2014,ligue-paca-3e-tour-finales-2014-p1-09,,,,Espoirs Men -70 kg,Men,,70,under,,,PÈRE ALEXANDRE,,TEAM POLLUX,,DEVELLIS FLORENT,,SPORT IMPACT,,,,,,red,PÈRE ALEXANDRE,DEVELLIS FLORENT,forfait,Forfait,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-01A-A1A2,,,,Junior Women -52 kg,Women,Junior,52,under,poule,A,VUKASINOVIC SARA,Serbia,,,MARINI SARA,Italy,,,1,1,1,1,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-01A-A1A3,,,,Junior Women -52 kg,Women,Junior,52,under,poule,A,VUKASINOVIC SARA,Serbia,,,OBRUCHKOVA YAROSLAVA,Ukraine,,,1,3,0,0,,OBRUCHKOVA YAROSLAVA,VUKASINOVIC SARA,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-01A-A2A3,,,,Junior Women -52 kg,Women,Junior,52,under,poule,A,MARINI SARA,Italy,,,OBRUCHKOVA YAROSLAVA,Ukraine,,,3,3,1,1,,,,draw,,unresolved,
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-01-final01,,,,Junior Women -52 kg,Women,Junior,52,under,final,,OBRUCHKOVA YAROSLAVA,Ukraine,,,MARINI SARA,Italy,,,,,,,,MARINI SARA,OBRUCHKOVA YAROSLAVA,,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-03A-A1A2,,,,Junior Men -56 kg,Men,Junior,56,under,poule,A,HUBENKO ARTUR,Ukraine,,,LELONG ENZO,France,,,3,3,0,0,,,,draw,,unresolved,
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-03A-A1A3,,,,Junior Men -56 kg,Men,Junior,56,under,poule,A,HUBENKO ARTUR,Ukraine,,,SAJTI BENJAMIN,HUNGRIA,,,1,1,0,0,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-03A-A2A3,,,,Junior Men -56 kg,Men,Junior,56,under,poule,A,LELONG ENZO,France,,,SAJTI BENJAMIN,HUNGRIA,,,3,3,0,0,,,,draw,,unresolved,
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-03-final01,,,,Junior Men -56 kg,Men,Junior,56,under,final,,LELONG ENZO,France,,,HUBENKO ARTUR,Ukraine,,,,,,,,HUBENKO ARTUR,LELONG ENZO,,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-04A-A1A2,,,,Junior Men -60 kg,Men,Junior,60,under,poule,A,MONACO NOAH,France,,,CRINITI SAMUELE,Italy,,,3,1,0,0,,MONACO NOAH,CRINITI SAMUELE,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-04A-A1A3,,,,Junior Men -60 kg,Men,Junior,60,under,poule,A,MONACO NOAH,France,,,BULEK MARKO,Croatia,,,3,3,0,1,,,,draw,,unresolved,
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-04A-A2A3,,,,Junior Men -60 kg,Men,Junior,60,under,poule,A,CRINITI SAMUELE,Italy,,,BULEK MARKO,Croatia,,,1,1,3,1,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-04-final01,,,,Junior Men -60 kg,Men,Junior,60,under,final,,MONACO NOAH,France,,,BULEK MARKO,Croatia,,,,,,,,MONACO NOAH,BULEK MARKO,,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-05A-A1A2,,,,Junior Men -65 kg,Men,Junior,65,under,poule,A,GAVRAN MATEJ,Croatia,,,MONACO MATHIS,France,,,1,3,0,0,,MONACO MATHIS,GAVRAN MATEJ,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-05A-A1A3,,,,Junior Men -65 kg,Men,Junior,65,under,poule,A,GAVRAN MATEJ,Croatia,,,SZABARA DÀVID,HUNGRIA,,,3,1,0,0,,GAVRAN MATEJ,SZABARA DÀVID,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-05A-A1A4,,,,Junior Men -65 kg,Men,Junior,65,under,poule,A,GAVRAN MATEJ,Croatia,,,BIHDAN MYKHAILOV,Ukraine,,,3,1,0,0,,GAVRAN MATEJ,BIHDAN MYKHAILOV,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-05A-A2A3,,,,Junior Men -65 kg,Men,Junior,65,under,poule,A,MONACO MATHIS,France,,,SZABARA DÀVID,HUNGRIA,,,1,3,1,0,,SZABARA DÀVID,MONACO MATHIS,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-05A-A2A4,,,,Junior Men -65 kg,Men,Junior,65,under,poule,A,MONACO MATHIS,France,,,BIHDAN MYKHAILOV,Ukraine,,,1,3,0,0,,BIHDAN MYKHAILOV,MONACO MATHIS,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-05A-A3A4,,,,Junior Men -65 kg,Men,Junior,65,under,poule,A,SZABARA DÀVID,HUNGRIA,,,BIHDAN MYKHAILOV,Ukraine,,,1,3,0,1,,BIHDAN MYKHAILOV,SZABARA DÀVID,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-05-final01,,,,Junior Men -65 kg,Men,Junior,65,under,final,,GAVRAN MATEJ,Croatia,,,BIHDAN MYKHAILOV,Ukraine,,,,,,,,GAVRAN MATEJ,BIHDAN MYKHAILOV,,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-06A-A1A2,,,,Junior Men -70 kg,Men,Junior,70,under,poule,A,PASYCH YURII,Ukraine,,,VASIC PETAR,Serbia,,,3,1,0,0,,PASYCH YURII,VASIC PETAR,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-06A-A1A3,,,,Junior Men -70 kg,Men,Junior,70,under,poule,A,PASYCH YURII,Ukraine,,,RICHARD GABRIEL,France,,,3,1,0,0,,PASYCH YURII,RICHARD GABRIEL,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-06A-A2A3,,,,Junior Men -70 kg,Men,Junior,70,under,poule,A,VASIC PETAR,Serbia,,,RICHARD GABRIEL,France,,,1,3,0,1,,RICHARD GABRIEL,VASIC PETAR,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-06-final01,,,,Junior Men -70 kg,Men,Junior,70,under,final,,PASYCH YURII,Ukraine,,,RICHARD GABRIEL,France,,,,,,,,RICHARD GABRIEL,PASYCH YURII,,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-07A-A1A2,,,,Junior Men -75 kg,Men,Junior,75,under,poule,A,CETINA MARKO,Croatia,,,MANOJLOVIC DAMJAN,Serbia,,,1,1,0,0,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-07A-A1A3,,,,Junior Men -75 kg,Men,Junior,75,under,poule,A,CETINA MARKO,Croatia,,,RODRIGO MATEO,France,,,3,3,0,0,,,,draw,,unresolved,
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-07A-A2A3,,,,Junior Men -75 kg,Men,Junior,75,under,poule,A,MANOJLOVIC DAMJAN,Serbia,,,RODRIGO MATEO,France,,,1,3,0,0,,RODRIGO MATEO,MANOJLOVIC DAMJAN,points,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-07-final01,,,,Junior Men -75 kg,Men,Junior,75,under,final,,CETINA MARKO,Croatia,,,RODRIGO MATEO,France,,,,,,,,RODRIGO MATEO,CETINA MARKO,,,decided,reported
cesav-european-combat-championships-2024-varazze-junior,cesav-european-combat-championships-2024-varazze-08-final01,,,,Junior Men,Men,Junior,,,final,,NGUENDE WARREN JOËL,France,,,KRAMARENKO VALENTYN,Ukraine,,,,,,,,NGUENDE WARREN JOËL,KRAMARENKO VALENTYN,,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-09A-A1A2,,,,Senior Women -56 kg,Women,Senior,56,under,poule,A,KONOVALCHUK ANASTASIIA,Ukraine,,,TALHA YASMINE,France,,,1,1,0,0,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-09A-A1A3,,,,Senior Women -56 kg,Women,Senior,56,under,poule,A,KONOVALCHUK ANASTASIIA,Ukraine,,,DIMITROVA ALEXANDRA,Bulgaria,,,1,3,0,0,,DIMITROVA ALEXANDRA,KONOVALCHUK ANASTASIIA,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-09A-A2A3,,,,Senior Women -56 kg,Women,Senior,56,under,poule,A,TALHA YASMINE,France,,,DIMITROVA ALEXANDRA,Bulgaria,,,3,3,0,0,,,,draw,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-09-final01,,,,Senior Women -56 kg,Women,Senior,56,under,final,,DIMITROVA ALEXANDRA,Bulgaria,,,TALHA YASMINE,France,,,,,,,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-10A-A1A2,,,,Senior Women -60 kg,Women,Senior,60,under,poule,A,MAKELJA KARMELA,Croatia,,,PECH MORGANE,France,,,1,3,0,0,,PECH MORGANE,MAKELJA KARMELA,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-10A-A1A3,,,,Senior Women -60 kg,Women,Senior,60,under,poule,A,MAKELJA KARMELA,Croatia,,,VINCIS CHIARA,Italy,,,1,1,0,0,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-10A-A2A3,,,,Senior Women -60 kg,Women,Senior,60,under,poule,A,PECH MORGANE,France,,,VINCIS CHIARA,Italy,,,3,3,0,0,,,,draw,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-10-final01,,,,Senior Women -60 kg,Women,Senior,60,under,final,,PECH MORGANE,France,,,VINCIS CHIARA,Italy,,,,,,,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-11A-A1A2,,,,Senior Women -65 kg,Women,Senior,65,under,poule,A,STOJANOVIĆ ANA,Croatia,,,BUZUEL (ATEF) MAURINE,France,,,3,3,0,0,,,,draw,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-11A-A1A3,,,,Senior Women -65 kg,Women,Senior,65,under,poule,A,STOJANOVIĆ ANA,Croatia,,,FIORE ELEONORA,Italy,,,3,1,0,0,,STOJANOVIĆ ANA,FIORE ELEONORA,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-11A-A2A3,,,,Senior Women -65 kg,Women,Senior,65,under,poule,A,BUZUEL (ATEF) MAURINE,France,,,FIORE ELEONORA,Italy,,,1,1,0,0,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-11-final01,,,,Senior Women -65 kg,Women,Senior,65,under,final,,STOJANOVIĆ ANA,Croatia,,,BUZUEL (ATEF) MAURINE,France,,,,,,,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-12A-A1A2,,,,Senior Women -70 kg,Women,Senior,70,under,poule,A,ZEC ANTONIJA,Croatia,,,SEDOGLAVIC JELENA,Serbia,,,3,1,0,1,,ZEC ANTONIJA,SEDOGLAVIC JELENA,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-12A-A1A3,,,,Senior Women -70 kg,Women,Senior,70,under,poule,A,ZEC ANTONIJA,Croatia,,,BODEVEIX ALICE,France,,,1,3,0,0,,BODEVEIX ALICE,ZEC ANTONIJA,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-12A-A2A3,,,,Senior Women -70 kg,Women,Senior,70,under,poule,A,SEDOGLAVIC JELENA,Serbia,,,BODEVEIX ALICE,France,,,3,1,0,1,,SEDOGLAVIC JELENA,BODEVEIX ALICE,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-12-final01,,,,Senior Women -70 kg,Women,Senior,70,under,final,,BODEVEIX ALICE,France,,,SEDOGLAVIC JELENA,Serbia,,,,,,,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-13A-A1A2,,,,Senior Women +75 kg,Women,Senior,75,over,poule,A,MORENO FANNY,France,,,PALKONEN CHIA,Finland,,,3,3,0,0,,,,draw,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-13A-A1A3,,,,Senior Women +75 kg,Women,Senior,75,over,poule,A,MORENO FANNY,France,,,TOLOMEI SAMANTHA,Slovenia,,,3,1,0,0,,MORENO FANNY,TOLOMEI SAMANTHA,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-13A-A2A3,,,,Senior Women +75 kg,Women,Senior,75,over,poule,A,PALKONEN CHIA,Finland,,,TOLOMEI SAMANTHA,Slovenia,,,1,1,0,1,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-13-final01,,,,Senior Women +75 kg,Women,Senior,75,over,final,,MORENO FANNY,France,,,PALKONEN CHIA,Finland,,,,,,,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-14A-A1A2,,,,Senior Men -60 kg,Men,Senior,60,under,poule,A,PINTO SAMUEL,Portugal,,,KANFOUAH ELIAS,France,,,3,3,0,0,,,,draw,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-14A-A1A3,,,,Senior Men -60 kg,Men,Senior,60,under,poule,A,PINTO SAMUEL,Portugal,,,GERSTMANN MARCO,Austria,,,1,1,0,0,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-14A-A2A3,,,,Senior Men -60 kg,Men,Senior,60,under,poule,A,KANFOUAH ELIAS,France,,,GERSTMANN MARCO,Austria,,,3,1,0,1,,KANFOUAH ELIAS,GERSTMANN MARCO,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-14-final01,,,,Senior Men -60 kg,Men,Senior,60,under,final,,KANFOUAH ELIAS,France,,,PINTO SAMUEL,Portugal,,,,,,,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-15A-A1A2,,,,Senior Men -65 kg,Men,Senior,65,under,poule,A,BALDINO LUCA,Italy,,,ROSOKHA BOHDAN,Ukraine,,,3,1,0,0,,BALDINO LUCA,ROSOKHA BOHDAN,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-15A-A1A3,,,,Senior Men -65 kg,Men,Senior,65,under,poule,A,BALDINO LUCA,Italy,,,HADJAM MEROWAN,France,,,3,1,0,0,,BALDINO LUCA,HADJAM MEROWAN,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-15A-A1A4,,,,Senior Men -65 kg,Men,Senior,65,under,poule,A,BALDINO LUCA,Italy,,,ANGELOV PETAR,Bulgaria,,,3,1,1,0,,BALDINO LUCA,ANGELOV PETAR,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-15A-A2A4,,,,Senior Men -65 kg,Men,Senior,65,under,poule,A,ROSOKHA BOHDAN,Ukraine,,,ANGELOV PETAR,Bulgaria,,,3,1,0,2,,ROSOKHA BOHDAN,ANGELOV PETAR,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-15A-A3A4,,,,Senior Men -65 kg,Men,Senior,65,under,poule,A,HADJAM MEROWAN,France,,,ANGELOV PETAR,Bulgaria,,,1,3,0,0,,ANGELOV PETAR,HADJAM MEROWAN,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-16A-A1A2,,,,Senior Men -70 kg,Men,Senior,70,under,poule,A,GRĐAN PATRIK,Croatia,,,PASYCH IVAN,Ukraine,,,1,1,1,0,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-16A-A1A3,,,,Senior Men -70 kg,Men,Senior,70,under,poule,A,GRĐAN PATRIK,Croatia,,,NASSIBOU LUDOVIC,France,,,3,3,0,0,,,,draw,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-16A-A2A3,,,,Senior Men -70 kg,Men,Senior,70,under,poule,A,PASYCH IVAN,Ukraine,,,NASSIBOU LUDOVIC,France,,,1,3,0,0,,NASSIBOU LUDOVIC,PASYCH IVAN,points,,decided,reported
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-16B-B1B2,,,,Senior Men -70 kg,Men,Senior,70,under,poule,B,BANTIC IGOR,Serbia,,,PETROV STOYAN,Bulgaria,,,1,1,0,0,,,,,,unresolved,
cesav-european-combat-championships-2024-varazze-senior,cesav-european-combat-championships-2024-varazze-16B-B1B3,,,,Senior Men -70 kg,Men,Senior,70,under,poule,B,BANTIC IGOR,Serbia,,,BARBARO GIUSEPPE,Italy,,,3,3,1,0,,,,draw,,unresolved,
